,UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
4615,4616,July 10 2021,DOG,Pit Bull,,U,False,Bronx,10473
4616,4617,July 12 2021,DOG,UNKNOWN,,U,False,Bronx,10472
4617,4618,October 01 2021,DOG,UNKNOWN,,F,False,Bronx,10468
4618,4619,October 01 2021,DOG,Pit Bull,,U,False,Bronx,10473
4619,4620,September 30 2021,DOG,Pit Bull,1,M,False,Bronx,10460
4620,4621,October 02 2021,DOG,German Shepherd,1,F,True,Bronx,10475
4621,4622,October 04 2021,DOG,Pit Bull,2,U,False,Bronx,10458
4622,4623,September 30 2021,DOG,Pit Bull,2,F,False,Bronx,10459
4623,4624,September 25 2021,DOG,,,U,False,Bronx,10463
4624,4625,September 21 2021,DOG,,,U,False,Bronx,10463
4625,4626,October 10 2021,DOG,Pit Bull,,U,False,Bronx,10471
4626,4627,October 05 2021,DOG,LARGE MIX BREED,1,F,False,Bronx,10463
4627,4628,September 12 2021,DOG,Chow Chow,4,M,True,Bronx,10473
4628,4629,July 30 2021,DOG,German Shepherd,,U,False,Bronx,10462
4629,4630,October 20 2021,DOG,UNKNOWN,6,F,False,Bronx,10469
4630,4631,July 31 2021,DOG,"Bull Dog, French",,U,False,Bronx,10462
4631,4632,October 21 2021,DOG,SMALL MIXED BREED,4,U,False,Bronx,10463
4632,4633,October 23 2021,DOG,American Pit Bull Mix / Pit Bull Mix,,M,False,Bronx,10452
4633,4634,October 22 2021,DOG,"Poodle, Standard",,F,False,Bronx,10453
4634,4635,October 26 2021,DOG,MIXED BREED,,U,False,Bronx,10470
4635,4636,October 09 2021,DOG,Pit Bull,,U,False,Bronx,10473
4636,4637,October 13 2021,DOG,Pit Bull,,U,False,Bronx,10462
4637,4638,October 27 2021,DOG,SMALL MIXDED DOG,2,M,True,Bronx,10474
4638,4639,October 28 2021,DOG,UNKNOWN,,U,False,Bronx,
4639,4640,October 31 2021,DOG,German Shepherd Crossbreed,,U,False,Bronx,10455
4640,4641,November 03 2021,DOG,FRENCHIE,,U,False,Bronx,
4641,4642,November 03 2021,DOG,Pit Bull,,U,False,Bronx,10462
4642,4643,November 03 2021,DOG,SMALL MIXED BREED,3,M,False,Bronx,10467
4643,4644,October 27 2021,DOG,Bull Terrier,,U,False,Bronx,10452
4644,4645,October 27 2021,DOG,Chihuahua,,M,False,Bronx,10455
4645,4646,October 30 2021,DOG,Pit Bull,,U,False,Bronx,10468
4646,4647,November 03 2021,DOG,,,U,False,Bronx,10473
4647,4648,November 06 2021,DOG,TERRIER MIX,3,M,False,Bronx,10467
4648,4649,November 07 2021,DOG,German Shepherd,,U,False,Bronx,
4649,4650,October 29 2021,DOG,SMALL MIXED,,M,False,Bronx,10452
4650,4651,October 28 2021,DOG,,,U,False,Bronx,10455
4651,4652,October 30 2021,DOG,Pit Bull,,U,False,Bronx,10455
4652,4653,November 09 2021,DOG,Shih Tzu,16,M,True,Bronx,
4653,4654,November 02 2021,DOG,Pit Bull,,F,False,Bronx,10453
4654,4655,November 04 2021,DOG,Pit Bull,,U,False,Bronx,10460
4655,4656,November 10 2021,DOG,Pit Bull,,U,False,Bronx,
4656,4657,November 02 2021,DOG,LARGE MIX BREED,10M,M,False,Bronx,10455
4657,4658,November 11 2021,DOG,Jack Russ,,U,False,Bronx,10472
4658,4659,November 11 2021,DOG,LARGE MIX BREED,4,M,False,Bronx,10451
4659,4660,November 15 2021,DOG,MEDIUM SIZE BREED,,U,False,Bronx,10455
4660,4661,November 14 2021,DOG,LARGE MIXED BREED,3Q,M,False,Bronx,10454
4661,4662,November 10 2021,DOG,UNKNOWN,2,F,False,Bronx,10455
4662,4663,November 13 2021,DOG,SMALL MIXED DOG,9,M,False,Bronx,10473
4663,4664,November 15 2021,DOG,SMALL MIXED BREED,9,M,False,Bronx,10473
4664,4665,October 21 2021,DOG,Pit Bull,8Y,M,True,Bronx,
4665,4666,November 02 2021,DOG,UNKNOWN,,M,False,Bronx,
4666,4667,November 05 2021,DOG,SHI-PO,5Y,M,True,Bronx,10461
4667,4668,November 14 2021,DOG,SMALL MIXED BREED,8,M,False,Bronx,10474
4668,4669,November 16 2021,DOG,Pit Bull,,U,False,Bronx,
4669,4670,October 20 2021,DOG,FRENCH BULL DOG,5M,M,False,Bronx,10471
4670,4671,November 13 2021,DOG,,,U,False,Bronx,
4671,4672,November 21 2021,DOG,Pit Bull,,U,False,Bronx,10458
4672,4673,October 29 2021,DOG,LAB/PIT BULL MIX,7Y,M,False,Bronx,10467
4673,4674,November 18 2021,DOG,LARGE MIXED BREED,,F,False,Bronx,10457
4674,4675,November 15 2021,DOG,LARGE MIXED BREED,,F,False,Bronx,10467
4675,4676,November 17 2021,DOG,TERRIER,,U,False,Bronx,10462
4676,4677,November 20 2021,DOG,Pit Bull,,U,False,Bronx,10467
4677,4678,November 18 2021,DOG,Pit Bull,,U,False,Bronx,
4678,4679,November 18 2021,DOG,Rottweiler,,U,False,Bronx,
4679,4680,October 26 2021,DOG,UNKNOWN,,U,False,Bronx,
4680,4681,October 28 2021,DOG,Pit Bull,,U,False,Bronx,
4681,4682,November 03 2021,DOG,,,U,False,Bronx,
4682,4683,August 21 2021,DOG,Pit Bull,,U,False,Bronx,10469
4683,4684,August 31 2021,DOG,Labrador Retriever Crossbreed,,U,False,Bronx,10469
4684,4685,September 29 2021,DOG,Rottweiler,,U,False,Bronx,10473
4685,4686,August 09 2021,DOG,Pit Bull,,U,False,Bronx,10463
4686,4687,May 31 2021,DOG,,,U,False,Bronx,10455
4687,4688,January 06 2021,DOG,Pit Bull,,U,False,Bronx,10466
4688,4689,November 28 2021,DOG,MIXED,9,M,False,Bronx,10460
4689,4690,November 27 2021,DOG,German Shepherd,1,M,False,Bronx,10461
4690,4691,November 24 2021,DOG,UNKNOWN,,U,False,Bronx,
4691,4692,November 29 2021,DOG,Pit Bull,3,F,True,Bronx,10460
4692,4693,November 29 2021,DOG,Maltese,9,F,True,Bronx,10469
4693,4694,November 29 2021,DOG,MASTIFF,1,F,False,Bronx,10466
4694,4695,November 30 2021,DOG,Pit Bull,,M,False,Bronx,10473
4695,4696,November 25 2021,DOG,Shih Tzu,,U,False,Bronx,10452
4696,4697,November 27 2021,DOG,TERRIER,,U,False,Bronx,
4697,4698,December 01 2021,DOG,UNKNOWN,,U,False,Bronx,10457
4698,4699,November 29 2021,DOG,Bull Terrier,4,F,True,Bronx,10465
4699,4700,December 02 2021,DOG,Pit Bull,6,M,False,Bronx,10472
4700,4701,December 02 2021,DOG,Pit Bull,6,M,False,Bronx,10472
4701,4702,December 04 2021,DOG,Pit Bull,,U,False,Bronx,10461
4702,4703,December 05 2021,DOG,Pit Bull,,U,False,Bronx,
4703,4704,December 04 2021,DOG,MALTESE / POODLE,12,F,False,Bronx,
4704,4705,December 06 2021,DOG,Pit Bull,,U,False,Bronx,
4705,4706,December 06 2021,DOG,UNKNOWN,,U,False,Bronx,
4706,4707,December 07 2021,DOG,UNKNOWN,,U,False,Bronx,10458
4707,4708,December 08 2021,DOG,UNKNOWN,,U,False,Bronx,
4708,4709,December 05 2021,DOG,Maltese,12,F,False,Bronx,10463
4709,4710,December 09 2021,DOG,MIXED,10,F,False,Bronx,10460
4710,4711,November 25 2021,DOG,UNKNOWN,,U,False,Bronx,10474
4711,4712,December 10 2021,DOG,Pit Bull,3Y,M,False,Bronx,10467
4712,4713,December 10 2021,DOG,JACK RUSSELL MIX,11,F,True,Bronx,10465
4713,4714,December 12 2021,DOG,Pit Bull,,U,False,Bronx,10465
4714,4715,December 13 2021,DOG,UNKNOWN,,U,False,Bronx,
4715,4716,December 13 2021,DOG,UNKNOWN,,U,False,Bronx,10458
4716,4717,December 16 2021,DOG,German Shepherd,2Y,M,False,Bronx,10475
4717,4718,December 17 2021,DOG,Siberian Husky,,U,False,Bronx,10470
4718,4719,December 16 2021,DOG,Chihuahua,,U,False,Bronx,10467
4719,4720,December 20 2021,DOG,BULLDOG,3Y,F,False,Bronx,
4720,4721,December 20 2021,DOG,UNKNOWN,,U,False,Bronx,10452
4721,4722,December 18 2021,DOG,MEDIUM MIXED BREED,2Y,M,False,Bronx,10453
4722,4723,December 21 2021,DOG,Chihuahua,,F,False,Bronx,10453
4723,4724,December 23 2021,DOG,UNKNOWN,,U,False,Bronx,
4724,4725,December 23 2021,DOG,MEDIUM MIXED BREED,2Y,M,False,Bronx,10473
4725,4726,December 20 2021,DOG,SMALL MIXED BREED,13Y,M,False,Bronx,10461
4726,4727,December 24 2021,DOG,UNKNOWN,,U,False,Bronx,
4727,4728,December 24 2021,DOG,MASTIFF,,U,False,Bronx,10466
4728,4729,December 29 2021,DOG,Bull dog,,U,False,Bronx,10459
4729,4730,December 28 2021,DOG,UNKNOWN,,U,False,Bronx,10452
4730,4731,January 03 2018,DOG,SHEPHERD X,10,M,True,Manhattan,10065
4731,4732,January 03 2018,DOG,Australian Shepherd,10,M,False,Manhattan,10065
4732,4733,January 01 2018,DOG,Cocker Spaniel,12,F,True,Manhattan,10010
4733,4734,January 01 2018,DOG,Pit Bull,,U,False,Manhattan,10065
4734,4735,January 01 2018,DOG,,,U,False,Manhattan,10031
4735,4736,January 01 2018,DOG,,,U,False,Manhattan,10065
4736,4737,January 01 2018,DOG,Mixed/Other,2,M,False,Manhattan,10029
4737,4738,January 02 2018,DOG,PITBULL,5,M,False,Manhattan,10029
4738,4739,January 02 2018,DOG,Mixed/Other,6,F,False,Manhattan,
4739,4740,January 03 2018,DOG,Pit Bull,,U,False,Manhattan,
4740,4741,January 04 2018,DOG,RETRIEVER MIX,8,M,False,Manhattan,10065
4741,4742,January 01 2018,DOG,CHIHUAHUA/ CORGI MIX,10,M,True,Manhattan,10031
4742,4743,January 07 2018,DOG,Jack Russ,2,M,False,Manhattan,10026
4743,4744,January 08 2018,DOG,YORKSHIRE / MALTESE MIX,6,M,True,Manhattan,10016
4744,4745,January 05 2018,DOG,JACK RUSSELL MIX,9,M,False,Manhattan,10029
4745,4746,January 07 2018,DOG,MIXED BREED,1,M,True,Manhattan,
4746,4747,January 09 2018,DOG,PUG / FRENCH BULL / CHIHUAHUA MIX,4,M,False,Manhattan,
4747,4748,January 06 2018,DOG,SHEPHERD X,7,M,True,Manhattan,10003
4748,4749,January 08 2018,DOG,Chihuahua,,U,False,Manhattan,10032
4749,4750,January 08 2018,DOG,Pekingese,,U,False,Manhattan,10026
4750,4751,January 04 2018,DOG,Pit Bull,2M,M,False,Manhattan,10128
4751,4752,January 11 2018,DOG,Bull dog,,U,False,Manhattan,10001
4752,4753,January 11 2018,DOG,,,U,False,Manhattan,10022
4753,4754,January 12 2018,DOG,Labrador Retriever,1,M,True,Manhattan,10021
4754,4755,January 14 2018,DOG,,,U,False,Manhattan,
4755,4756,January 08 2018,DOG,American Pit Bull Mix / Pit Bull Mix,5,F,True,Manhattan,10040
4756,4757,January 16 2018,DOG,Mixed/Other,,U,False,Manhattan,
4757,4758,January 17 2018,DOG,CHIHUAHUA MIX,1,M,True,Manhattan,
4758,4759,January 09 2018,DOG,UNKNOWN,,U,False,Manhattan,
4759,4760,January 14 2018,DOG,,,U,False,Manhattan,
4760,4761,January 14 2018,DOG,Mixed/Other,2,M,False,Manhattan,10026
4761,4762,January 13 2018,DOG,Mixed/Other,2,M,False,Manhattan,10026
4762,4763,January 12 2018,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,False,Manhattan,10026
4763,4764,January 12 2018,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,False,Manhattan,10026
4764,4765,January 17 2018,DOG,Shih Tzu,4,F,False,Manhattan,10023
4765,4766,January 15 2018,DOG,TERRIER,,U,False,Manhattan,
4766,4767,January 18 2018,DOG,MIXED BREED,,U,False,Manhattan,10011
4767,4768,January 18 2018,DOG,"Dachshund, Long Haired Miniature",2,M,True,Manhattan,10027
4768,4769,January 18 2018,DOG,Labrador Retriever,5,F,True,Manhattan,10031
4769,4770,January 19 2018,DOG,"Mastiff, Bull",5,M,True,Manhattan,10065
4770,4771,January 20 2018,DOG,Labrador Retriever Crossbreed,1,M,True,Manhattan,10003
4771,4772,January 21 2018,DOG,Maltese,1,M,True,Manhattan,10128
4772,4773,January 20 2018,DOG,BELGIAN MIX,,F,False,Manhattan,10024
4773,4774,January 22 2018,DOG,Labrador Retriever,1,M,True,Manhattan,10024
4774,4775,January 22 2018,DOG,UNKNOWN,,U,False,Manhattan,10034
4775,4776,January 23 2018,DOG,"Bull Dog, French",3,M,True,Manhattan,10013
4776,4777,January 20 2018,DOG,Cock-A-Poo,3,M,True,Manhattan,10029
4777,4778,January 21 2018,DOG,Mixed/Other,,U,False,Manhattan,
4778,4779,January 23 2018,DOG,American Pit Bull Terrier/Pit Bull,,M,False,Manhattan,10027
4779,4780,January 24 2018,DOG,,,U,False,Manhattan,
4780,4781,January 10 2018,DOG,Yorkshire Terrier,,U,False,Manhattan,10003
4781,4782,January 24 2018,DOG,Yorkshire Terrier,7,M,True,Manhattan,10009
4782,4783,January 29 2018,DOG,,,U,False,Manhattan,
4783,4784,January 26 2018,DOG,West High White Terrier,13,M,True,Manhattan,10025
4784,4785,January 29 2018,DOG,Pit Bull,6,M,True,Manhattan,10025
4785,4786,January 27 2018,DOG,,,U,False,Manhattan,
4786,4787,January 06 2018,DOG,Pit Bull,,U,False,Manhattan,
4787,4788,January 30 2018,DOG,Pit Bull,6M,M,True,Manhattan,10128
4788,4789,January 30 2018,DOG,Pit Bull,6M,M,True,Manhattan,10128
4789,4790,January 28 2018,DOG,Mixed/Other,2,M,True,Manhattan,
4790,4791,February 01 2018,DOG,AMERICAN BULLY,2,M,True,Manhattan,10004
4791,4792,February 01 2018,DOG,POODLE MIX,7,M,False,Manhattan,10009
4792,4793,January 28 2018,DOG,MINI SCHNAUZER MIX,9,M,False,Manhattan,10025
4793,4794,February 01 2018,DOG,Pit Bull,,U,False,Manhattan,10037
4794,4795,February 02 2018,DOG,"Bull Dog, English",4,F,True,Manhattan,10012
4795,4796,February 01 2018,DOG,Chihuahua,,M,False,Manhattan,10035
4796,4797,February 04 2018,DOG,VIZSLA,2,M,True,Manhattan,
4797,4798,January 31 2018,DOG,LAB/ PIT,,F,False,Manhattan,10039
4798,4799,February 05 2018,DOG,"Bull Dog, French",4,M,True,Manhattan,10018
4799,4800,February 05 2018,DOG,UNKNOWN,,U,False,Manhattan,10009
4800,4801,February 02 2018,DOG,Bull dog,,U,False,Manhattan,
4801,4802,February 05 2018,DOG,MIXED,9,M,True,Manhattan,10065
4802,4803,February 03 2018,DOG,Maltese,1,M,True,Manhattan,
4803,4804,February 02 2018,DOG,Chihuahua,11,M,True,Manhattan,
4804,4805,February 05 2018,DOG,MIXED TERRIER / LABRADOR MIX,11,M,True,Manhattan,10009
4805,4806,February 04 2018,DOG,,,U,False,Manhattan,
4806,4807,February 06 2018,DOG,Dachshund Smooth Coat,2M,M,False,Manhattan,10016
4807,4808,February 06 2018,DOG,Shiba Inu,6,M,False,Manhattan,10029
4808,4809,February 07 2018,DOG,Pit Bull,,U,False,Manhattan,10009
4809,4810,February 08 2018,DOG,,,U,False,Manhattan,10016
4810,4811,February 08 2018,DOG,PIT BULL MIXED,,U,False,Manhattan,
4811,4812,February 09 2018,DOG,,,U,False,Manhattan,10031
4812,4813,February 09 2018,DOG,Pit Bull,,U,False,Manhattan,
4813,4814,February 11 2018,DOG,Chihuahua,,U,False,Manhattan,1003
4814,4815,February 12 2018,DOG,,,U,False,Manhattan,10028
4815,4816,February 13 2018,DOG,Pit Bull,,U,False,Manhattan,10014
4816,4817,January 26 2018,DOG,Mixed/Other,1,M,True,Manhattan,10009
4817,4818,February 13 2018,DOG,MIXED BREED,,U,False,Manhattan,
4818,4819,February 13 2018,DOG,,,U,False,Manhattan,
4819,4820,February 11 2018,DOG,Mixed/Other,4,M,False,Manhattan,10025
4820,4821,February 11 2018,DOG,Mixed/Other,4,M,False,Manhattan,10025
4821,4822,February 15 2018,DOG,Chihuahua,,U,False,Manhattan,10029
4822,4823,February 12 2018,DOG,Mixed/Other,,U,False,Manhattan,10036
4823,4824,February 17 2018,DOG,Shih Tzu,6,M,True,Manhattan,10128
4824,4825,February 16 2018,DOG,,,U,False,Manhattan,
4825,4826,February 18 2018,DOG,Pit Bull,,U,False,Manhattan,10006
4826,4827,February 14 2018,DOG,TERRIER,,U,False,Manhattan,10005
4827,4828,February 19 2018,DOG,Mixed/Other,4,M,False,Manhattan,10003
4828,4829,February 17 2018,DOG,YORKIE / SHIH TZU MIX,5,M,True,Manhattan,10005
4829,4830,February 19 2018,DOG,,,U,False,Manhattan,
4830,4831,February 16 2018,DOG,Mixed/Other,7,M,False,Manhattan,10029
4831,4832,February 21 2018,DOG,PEAGLE,9,M,True,Manhattan,
4832,4833,February 21 2018,DOG,Yorkshire Terrier,,U,False,Manhattan,
4833,4834,February 21 2018,DOG,Labrador Retriever,11,M,True,Manhattan,10011
4834,4835,February 21 2018,DOG,,,U,False,Manhattan,10011
4835,4836,February 22 2018,DOG,Boxer,3,M,True,Manhattan,10128
4836,4837,February 23 2018,DOG,TERRIER,,U,False,Manhattan,
4837,4838,February 23 2018,DOG,Norwich Terrier,13,F,True,Manhattan,10023
4838,4839,February 22 2018,DOG,Mixed/Other,4,M,True,Manhattan,10009
4839,4840,February 22 2018,DOG,Maltese,9,F,False,Manhattan,10025
4840,4841,February 25 2018,DOG,American Pit Bull Terrier/Pit Bull,1,M,False,Manhattan,10030
4841,4842,February 23 2018,DOG,American Pit Bull Mix / Pit Bull Mix,,U,False,Manhattan,10028
4842,4843,February 24 2018,DOG,Great Dane,,U,False,Manhattan,10033
4843,4844,February 24 2018,DOG,Mixed/Other,,U,False,Manhattan,
4844,4845,February 24 2018,DOG,Mixed/Other,,U,False,Manhattan,
4845,4846,February 24 2018,DOG,,,U,False,Manhattan,
4846,4847,February 26 2018,DOG,,,U,False,Manhattan,10023
4847,4848,February 24 2018,DOG,MIXED BREED,1,F,False,Manhattan,10030
4848,4849,February 21 2018,DOG,Mixed/Other,2,M,False,Manhattan,10039
4849,4850,February 18 2018,DOG,Mixed/Other,1,M,False,Manhattan,
4850,4851,February 26 2018,DOG,Mixed/Other,6,M,False,Manhattan,10029
4851,4852,March 03 2018,DOG,UNKNOWN,,U,False,Manhattan,
4852,4853,March 04 2018,DOG,Mixed/Other,3,F,False,Manhattan,10029
4853,4854,March 05 2018,DOG,AMERICAN BULL DOG/POINTER MIX,1,F,True,Manhattan,10003
4854,4855,February 28 2018,DOG,Pit Bull,,U,False,Manhattan,10009
4855,4856,March 06 2018,DOG,UNKNOWN,,U,False,Manhattan,10011
4856,4857,February 28 2018,DOG,Newfoundland,,U,False,Manhattan,
4857,4858,March 01 2018,DOG,TERRIER,5,F,False,Manhattan,10009
4858,4859,March 02 2018,DOG,Dachshund Smooth Coat,,U,False,Manhattan,10065
4859,4860,March 06 2018,DOG,POODLE MIX,6,M,True,Manhattan,10022
4860,4861,March 05 2018,DOG,Shih Tzu,13,F,False,Manhattan,10023
4861,4862,March 05 2018,DOG,RETRIEVER,,U,False,Manhattan,10014
4862,4863,March 03 2018,DOG,Chihuahua Crossbreed,6,F,True,Manhattan,10022
4863,4864,March 06 2018,DOG,Mixed/Other,2,M,False,Manhattan,10026
4864,4865,March 06 2018,DOG,Yorkshire Terrier,7,M,True,Manhattan,
4865,4866,March 06 2018,DOG,Mixed/Other,2,F,True,Manhattan,
4866,4867,March 07 2018,DOG,Shih Tzu,,U,False,Manhattan,
4867,4868,March 08 2018,DOG,BASSET HOUND MIX,10,M,True,Manhattan,10128
4868,4869,March 10 2018,DOG,Labradoodle,1,M,True,Manhattan,10013
4869,4870,March 09 2018,DOG,American Pit Bull Mix / Pit Bull Mix,7,M,True,Manhattan,10024
4870,4871,March 10 2018,DOG,DACHSCHUND/ JACK RUSSEL MIX,3,M,True,Manhattan,10002
4871,4872,March 09 2018,DOG,Rhodesian Ridgeback,4,F,False,Manhattan,10028
4872,4873,March 09 2018,DOG,Pit Bull,,U,False,Manhattan,10030
4873,4874,March 14 2018,DOG,"Jindo Dog,",8MTHS,F,True,Manhattan,10065
4874,4875,March 13 2018,DOG,Pit Bull,3,F,True,Manhattan,10002
4875,4876,March 12 2018,DOG,,,U,False,Manhattan,
4876,4877,March 12 2018,DOG,Shih Tzu,4,F,True,Manhattan,10065
4877,4878,March 12 2018,DOG,,,U,False,Manhattan,10031
4878,4879,March 15 2018,DOG,Norwich Terrier,,U,False,Manhattan,10075
4879,4880,March 12 2018,DOG,,,U,False,Manhattan,
4880,4881,March 09 2018,DOG,TERRIER,,U,False,Manhattan,
4881,4882,March 12 2018,DOG,Bull dog,,U,False,Manhattan,10075
4882,4883,March 16 2018,DOG,,,U,False,Manhattan,10026
4883,4884,March 15 2018,DOG,Mixed/Other,6,F,True,Manhattan,10016
4884,4885,March 17 2018,DOG,CHOW CHOW / PIT BULL X,,F,False,Manhattan,10012
4885,4886,March 09 2018,DOG,Labrador Retriever,3M,M,False,Manhattan,10075
4886,4887,March 17 2018,DOG,Mixed/Other,3,M,False,Manhattan,10036
4887,4888,March 16 2018,DOG,Siberian Husky,6,F,True,Manhattan,10009
4888,4889,March 19 2018,DOG,Pug,3,M,False,Manhattan,10065
4889,4890,March 19 2018,DOG,Yorkshire Terrier,,U,False,Manhattan,10002
4890,4891,March 18 2018,DOG,,,U,False,Manhattan,
4891,4892,March 17 2018,DOG,Shih Tzu,6,M,True,Manhattan,10025
4892,4893,March 09 2018,DOG,Maltese,4,M,False,Manhattan,10025
4893,4894,March 17 2018,DOG,Chihuahua,3,F,True,Manhattan,10075
4894,4895,March 21 2018,DOG,Bernese Mountain,4M,M,False,Manhattan,10007
4895,4896,March 20 2018,DOG,American Pit Bull Mix / Pit Bull Mix,1,F,False,Manhattan,10128
4896,4897,March 15 2018,DOG,"Poodle, Miniature",2,M,True,Manhattan,
4897,4898,March 20 2018,DOG,Chihuahua,,U,False,Manhattan,10025
4898,4899,March 19 2018,DOG,MASTIFF,,U,False,Manhattan,10025
4899,4900,March 19 2018,DOG,,,U,False,Manhattan,
4900,4901,March 16 2018,DOG,Bull dog,5,M,True,Manhattan,10065
4901,4902,March 24 2018,DOG,MIXED BREED,1,M,False,Manhattan,10036
4902,4903,March 23 2018,DOG,,,U,False,Manhattan,10025
4903,4904,March 24 2018,DOG,Dachshund Smooth Coat Miniature,2,M,False,Manhattan,10034
4904,4905,March 07 2018,DOG,Pit Bull,7,M,True,Manhattan,10030
4905,4906,March 28 2018,DOG,Pomeranian,13,M,True,Manhattan,10065
4906,4907,March 28 2018,DOG,Mixed/Other,2,M,False,Manhattan,10036
4907,4908,March 27 2018,DOG,Havanese,3,M,True,Manhattan,10003
4908,4909,March 26 2018,DOG,Pit Bull,1,F,False,Manhattan,10128
4909,4910,March 26 2018,DOG,Yorkshire Terrier,11,F,True,Manhattan,
4910,4911,March 26 2018,DOG,,,U,False,Manhattan,
4911,4912,March 26 2018,DOG,,,U,False,Manhattan,10011
4912,4913,March 29 2018,DOG,ST BERNARD,,U,False,Manhattan,10065
4913,4914,March 27 2018,DOG,Tibetan Terrier,2,M,True,Manhattan,10025
4914,4915,March 30 2018,DOG,DACHSHUND,,U,False,Manhattan,10016
4915,4916,February 04 2018,DOG,LAB/ AUSTRALIAN SHEPHERD MIX,1,M,True,Manhattan,10004
4916,4917,April 02 2018,DOG,"Bull Dog, French",2,M,True,Manhattan,10075
4917,4918,March 28 2018,DOG,Pit Bull,,U,False,Manhattan,
4918,4919,April 02 2018,DOG,Pit Bull,,U,False,Manhattan,10032
4919,4920,March 31 2018,DOG,BEAGLE MIX,2,M,True,Manhattan,10014
4920,4921,April 01 2018,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,True,Manhattan,
4921,4922,April 01 2018,DOG,Labrador Retriever,2,M,True,Manhattan,10022
4922,4923,March 31 2018,DOG,,,U,False,Manhattan,10029
4923,4924,April 03 2018,DOG,Chihuahua,4,F,True,Manhattan,10024
4924,4925,April 01 2018,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,False,Manhattan,10029
4925,4926,April 01 2018,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,False,Manhattan,10029
4926,4927,April 03 2018,DOG,MIXED TERRIER,2,M,True,Manhattan,10010
4927,4928,April 04 2018,DOG,UNKNOWN,,U,False,Manhattan,10003
4928,4929,April 05 2018,DOG,MIXED BREED,6,F,True,Manhattan,10026
4929,4930,April 04 2018,DOG,Cocker Spaniel,6,M,True,Manhattan,10028
4930,4931,April 04 2018,DOG,Yorkshire Terrier,,U,False,Manhattan,
4931,4932,April 03 2018,DOG,LABRADOR MIX,11,M,True,Manhattan,10012
4932,4933,March 27 2018,DOG,,,U,False,Manhattan,
4933,4934,April 06 2018,DOG,Jack Russ,,U,False,Manhattan,10011
4934,4935,March 31 2018,DOG,Cavalier King Charles Spaniel,3M,M,True,Manhattan,10011
4935,4936,March 20 2018,DOG,,,U,False,Manhattan,
4936,4937,April 07 2018,DOG,Pit Bull,10,F,True,Manhattan,10040
4937,4938,April 06 2018,DOG,Jack Russ,9,M,True,Manhattan,10128
4938,4939,April 08 2018,DOG,,,U,False,Manhattan,10029
4939,4940,April 06 2018,DOG,,,U,False,Manhattan,
4940,4941,April 11 2018,DOG,GOLDEN DOODLE MIX,1,F,True,Manhattan,
4941,4942,April 07 2018,DOG,,,U,False,Manhattan,
4942,4943,April 10 2018,DOG,Cocker Spaniel,,U,False,Manhattan,10128
4943,4944,April 11 2018,DOG,,,U,False,Manhattan,10024
4944,4945,April 12 2018,DOG,Mixed/Other,11,M,False,Manhattan,10037
4945,4946,April 15 2018,DOG,American Staffordshire Terrier,1,M,False,Manhattan,10031
4946,4947,April 12 2018,DOG,Mixed/Other,,U,False,Manhattan,
4947,4948,April 14 2018,DOG,,,U,False,Manhattan,10009
4948,4949,April 13 2018,DOG,LAKELAND TERRIER,1,M,True,Manhattan,10022
4949,4950,April 14 2018,DOG,Pit Bull,,U,False,Manhattan,10017
4950,4951,April 14 2018,DOG,,,U,False,Manhattan,
4951,4952,April 14 2018,DOG,TERRIER,,U,False,Manhattan,
4952,4953,April 16 2018,DOG,,,U,False,Manhattan,
4953,4954,April 15 2018,DOG,Bull dog,8,M,True,Manhattan,10128
4954,4955,April 16 2018,DOG,German Shepherd,8,M,True,Manhattan,10013
4955,4956,April 18 2018,DOG,Pit Bull,,U,False,Manhattan,10065
4956,4957,April 05 2018,DOG,,,U,False,Manhattan,10023
4957,4958,April 17 2018,DOG,,,U,False,Manhattan,10038
4958,4959,April 18 2018,DOG,,,U,False,Manhattan,10019
4959,4960,April 18 2018,DOG,Maltese,1,M,False,Manhattan,10128
4960,4961,April 23 2018,DOG,UNKNOWN,,U,False,Manhattan,
4961,4962,April 22 2018,DOG,,1,F,False,Manhattan,10033
4962,4963,April 22 2018,DOG,Chihuahua,10M,M,True,Manhattan,10023
4963,4964,April 22 2018,DOG,ROTTWEILER MIX,5,M,False,Manhattan,10128
4964,4965,April 23 2018,DOG,,,U,False,Manhattan,
4965,4966,April 16 2018,DOG,TERRIER MIX,3,M,True,Manhattan,10038
4966,4967,April 26 2018,DOG,,,U,False,Manhattan,10039
4967,4968,April 27 2018,DOG,UNKNOWN,12,F,False,Manhattan,10001
4968,4969,April 25 2018,DOG,Miniature Pinscher,10,M,True,Manhattan,10005
4969,4970,April 25 2018,DOG,,,U,False,Manhattan,10031
4970,4971,April 26 2018,DOG,TERRIER,,U,False,Manhattan,
4971,4972,April 25 2018,DOG,LABRADOR MIX,12,F,True,Manhattan,10065
4972,4973,April 28 2018,DOG,German Shepherd,1,U,True,Manhattan,10003
4973,4974,May 02 2018,DOG,"Bull Dog, English",6M,M,True,Manhattan,10065
